,Squadra,Risultato
0,Salernitana,N
1,Spezia,V
2,Sampdoria,P
3,Milan,V
4,Fiorentina,V
5,Verona,P
6,Atalanta,N
7,Udinese,N
8,Torino,N
9,Lazio,V
10,Sassuolo,N
11,Cagliari,P
12,Juventus,V
13,Empoli,P
14,Bologna,P
15,Napoli,V
16,Genoa,N
17,Roma,N
18,Inter,N
19,Venezia,P
