,Squadra,Risultato
0,Sassuolo,V
1,Genoa,V
2,Napoli,V
3,Inter,N
4,Cagliari,P
5,Venezia,P
6,Empoli,N
7,Juventus,V
8,Roma,V
9,Bologna,P
10,Spezia,P
11,Torino,P
12,Udinese,P
13,Fiorentina,N
14,Milan,V
15,Sampdoria,V
16,Verona,N
17,Salernitana,P
18,Lazio,P
19,Atalanta,V
