,Squadra,Risultato
0,Empoli,P
1,Napoli,V
2,Atalanta,P
3,Sampdoria,N
4,Cagliari,P
5,Spezia,P
6,Torino,V
7,Milan,V
8,Roma,V
9,Bologna,V
10,Venezia,V
11,Juventus,P
12,Fiorentina,V
13,Inter,N
14,Genoa,V
15,Udinese,V
16,Salernitana,P
17,Lazio,P
18,Sassuolo,P
19,Verona,P
