,Squadra,Risultato
0,Empoli,N
1,Inter,V
2,Cagliari,P
3,Genoa,P
4,Napoli,P
5,Sassuolo,V
6,Venezia,P
7,Roma,V
8,Torino,N
9,Bologna,V
10,Spezia,N
11,Verona,P
12,Juventus,V
13,Lazio,V
14,Fiorentina,V
15,Atalanta,P
16,Udinese,V
17,Salernitana,P
18,Milan,N
19,Sampdoria,P
