,Squadra,Risultato
0,Juventus,N
1,Sampdoria,V
2,Roma,N
3,Salernitana,N
4,Fiorentina,V
5,Venezia,N
6,Inter,P
7,Udinese,N
8,Cagliari,N
9,Bologna,V
10,Torino,N
11,Empoli,P
12,Verona,N
13,Milan,N
14,Atalanta,P
15,Genoa,N
16,Sassuolo,V
17,Lazio,N
18,Napoli,N
19,Spezia,P
