,Squadra,Risultato
0,Spezia,P
1,Inter,N
2,Genoa,N
3,Juventus,V
4,Empoli,V
5,Sassuolo,V
6,Udinese,P
7,Lazio,V
8,Napoli,V
9,Venezia,N
10,Milan,V
11,Atalanta,N
12,Verona,N
13,Sampdoria,P
14,Bologna,P
15,Salernitana,P
16,Fiorentina,V
17,Roma,P
18,Cagliari,P
19,Torino,N
