,Squadra,Risultato
0,Torino,V
1,Sampdoria,V
2,Salernitana,P
3,Sassuolo,V
4,Bologna,P
5,Atalanta,N
6,Fiorentina,V
7,Verona,V
8,Roma,N
9,Inter,N
10,Genoa,P
11,Spezia,P
12,Empoli,V
13,Venezia,P
14,Milan,V
15,Udinese,N
16,Cagliari,P
17,Lazio,P
18,Napoli,N
19,Juventus,N
