,Squadra,Risultato
0,Spezia,N
1,Venezia,P
2,Milan,V
3,Juventus,P
4,Sampdoria,P
5,Udinese,N
6,Cagliari,P
7,Empoli,P
8,Lazio,V
9,Napoli,V
10,Genoa,N
11,Salernitana,V
12,Torino,P
13,Sassuolo,V
14,Atalanta,V
15,Verona,N
16,Roma,V
17,Inter,V
18,Fiorentina,P
19,Bologna,P
