,Squadra,Risultato
0,Cagliari,P
1,Napoli,V
2,Sampdoria,V
3,Spezia,P
4,Juventus,V
5,Empoli,P
6,Milan,V
7,Udinese,P
8,Roma,N
9,Atalanta,N
10,Verona,V
11,Sassuolo,P
12,Genoa,P
13,Lazio,V
14,Venezia,P
15,Torino,V
16,Fiorentina,P
17,Inter,V
18,Bologna,N
19,Salernitana,N
