,Squadra,Risultato
0,Venezia,P
1,Empoli,P
2,Napoli,V
3,Udinese,P
4,Genoa,P
5,Roma,P
6,Verona,P
7,Inter,V
8,Torino,V
9,Cagliari,V
10,Milan,V
11,Sassuolo,V
12,Sampdoria,P
13,Atalanta,V
14,Spezia,V
15,Juventus,V
16,Salernitana,V
17,Lazio,P
18,Fiorentina,P
19,Bologna,P
