,Squadra,Risultato
0,Salernitana,P
1,Bologna,P
2,Spezia,V
3,Torino,P
4,Udinese,V
5,Cremonese,P
6,Fiorentina,V
7,Monza,V
8,Roma,P
9,Milan,P
10,Lecce,V
11,Empoli,V
12,Sampdoria,P
13,Sassuolo,V
14,Inter,P
15,Lazio,V
16,Verona,P
17,Juventus,P
18,Atalanta,V
19,Napoli,V
