,Squadra,Risultato
0,Cremonese,P
1,Roma,V
2,Sassuolo,V
3,Spezia,P
4,Torino,V
5,Fiorentina,P
6,Inter,V
7,Verona,N
8,Monza,N
9,Salernitana,P
10,Lecce,V
11,Empoli,P
12,Atalanta,P
13,Napoli,V
14,Udinese,P
15,Bologna,V
16,Milan,P
17,Lazio,N
18,Sampdoria,N
19,Juventus,V
