,Squadra,Risultato
0,Torino,N
1,Udinese,N
2,Inter,V
3,Sassuolo,V
4,Empoli,N
5,Napoli,V
6,Atalanta,N
7,Bologna,N
8,Roma,V
9,Sampdoria,N
10,Lazio,N
11,Salernitana,N
12,Spezia,P
13,Lecce,P
14,Fiorentina,N
15,Monza,P
16,Milan,N
17,Verona,N
18,Cremonese,P
19,Juventus,N
