,Squadra,Risultato
0,Fiorentina,V
1,Juventus,V
2,Monza,N
3,Salernitana,N
4,Lazio,N
5,Spezia,N
6,Sampdoria,P
7,Milan,N
8,Verona,V
9,Bologna,P
10,Sassuolo,P
11,Udinese,P
12,Inter,N
13,Torino,N
14,Empoli,N
15,Lecce,N
16,Napoli,V
17,Roma,N
18,Cremonese,P
19,Atalanta,V
