,Squadra,Risultato
0,Empoli,V
1,Napoli,V
2,Sampdoria,P
3,Bologna,V
4,Atalanta,P
5,Verona,P
6,Monza,V
7,Roma,N
8,Milan,V
9,Juventus,V
10,Cremonese,P
11,Udinese,P
12,Lecce,V
13,Sassuolo,P
14,Inter,V
15,Spezia,V
16,Salernitana,P
17,Torino,N
18,Fiorentina,P
19,Lazio,P
