,Squadra,Risultato
0,Verona,V
1,Salernitana,V
2,Lazio,P
3,Sampdoria,N
4,Empoli,P
5,Udinese,V
6,Monza,V
7,Milan,V
8,Juventus,P
9,Atalanta,V
10,Bologna,P
11,Sassuolo,P
12,Torino,V
13,Spezia,N
14,Inter,V
15,Cremonese,P
16,Fiorentina,P
17,Lecce,P
18,Napoli,V
19,Roma,P
