,Squadra,Risultato
0,Salernitana,N
1,Lecce,P
2,Milan,N
3,Udinese,N
4,Fiorentina,N
5,Atalanta,P
6,Sampdoria,P
7,Verona,V
8,Torino,P
9,Lazio,V
10,Inter,N
11,Napoli,V
12,Empoli,N
13,Monza,N
14,Spezia,N
15,Bologna,V
16,Cremonese,V
17,Sassuolo,P
18,Roma,V
19,Juventus,P
