,Squadra,Risultato
0,Napoli,P
1,Monza,V
2,Atalanta,N
3,Fiorentina,V
4,Spezia,N
5,Sampdoria,N
6,Inter,V
7,Roma,V
8,Sassuolo,V
9,Torino,V
10,Lazio,V
11,Empoli,P
12,Udinese,N
13,Milan,P
14,Verona,N
15,Salernitana,N
16,Lecce,P
17,Juventus,P
18,Cremonese,P
19,Bologna,P
