,Squadra,Risultato
0,Cremonese,V
1,Spezia,P
2,Bologna,N
3,Napoli,N
4,Inter,P
5,Lecce,N
6,Torino,N
7,Sassuolo,V
8,Roma,V
9,Fiorentina,N
10,Empoli,P
11,Lazio,V
12,Milan,N
13,Verona,N
14,Monza,V
15,Sampdoria,N
16,Salernitana,N
17,Juventus,P
18,Udinese,P
19,Atalanta,N
