,Squadra,Risultato
0,Napoli,V
1,Spezia,N
2,Cremonese,N
3,Lecce,V
4,Sassuolo,N
5,Fiorentina,V
6,Inter,V
7,Torino,V
8,Verona,P
9,Lazio,V
10,Empoli,P
11,Udinese,N
12,Milan,N
13,Atalanta,P
14,Roma,N
15,Salernitana,P
16,Bologna,P
17,Sampdoria,P
18,Juventus,V
19,Monza,P
