,Squadra,Risultato
0,Milan,V
1,Roma,P
2,Cremonese,V
3,Atalanta,P
4,Torino,N
5,Napoli,V
6,Lecce,P
7,Empoli,V
8,Udinese,V
9,Sassuolo,N
10,Lazio,P
11,Inter,V
12,Spezia,P
13,Juventus,V
14,Monza,N
15,Fiorentina,P
16,Verona,V
17,Salernitana,P
18,Sampdoria,P
19,Bologna,N
