,Squadra,Risultato
0,Salernitana,P
1,Sassuolo,P
2,Spezia,N
3,Torino,N
4,Roma,V
5,Lecce,V
6,Cremonese,P
7,Fiorentina,N
8,Inter,V
9,Udinese,N
10,Milan,V
11,Sampdoria,V
12,Atalanta,N
13,Verona,N
14,Bologna,P
15,Lazio,P
16,Juventus,V
17,Monza,N
18,Napoli,P
19,Empoli,N
