,Squadra,Risultato
0,Lazio,N
1,Salernitana,V
2,Spezia,V
3,Inter,V
4,Verona,P
5,Fiorentina,V
6,Monza,V
7,Bologna,N
8,Juventus,V
9,Sampdoria,N
10,Lecce,N
11,Atalanta,P
12,Milan,P
13,Sassuolo,P
14,Torino,V
15,Udinese,P
16,Napoli,P
17,Roma,N
18,Cremonese,P
19,Empoli,N
