,Squadra,Risultato
0,Sassuolo,N
1,Inter,V
2,Roma,V
3,Empoli,N
4,Sampdoria,N
5,Udinese,V
6,Juventus,V
7,Napoli,N
8,Atalanta,V
9,Bologna,N
10,Milan,N
11,Cremonese,P
12,Monza,P
13,Verona,N
14,Lazio,N
15,Fiorentina,P
16,Spezia,P
17,Lecce,N
18,Torino,P
19,Salernitana,N
