,Squadra,Risultato
0,Cremonese,P
1,Inter,P
2,Juventus,V
3,Bologna,V
4,Monza,P
5,Spezia,N
6,Roma,V
7,Napoli,P
8,Empoli,V
9,Sassuolo,N
10,Atalanta,V
11,Fiorentina,V
12,Verona,P
13,Udinese,P
14,Lazio,V
15,Salernitana,N
16,Sampdoria,P
17,Milan,V
18,Lecce,P
19,Torino,N
