,Squadra,Risultato
0,Napoli,V
1,Inter,V
2,Sampdoria,P
3,Atalanta,N
4,Bologna,V
5,Lecce,N
6,Sassuolo,P
7,Lazio,V
8,Juventus,N
9,Empoli,P
10,Spezia,P
11,Torino,P
12,Milan,V
13,Cremonese,N
14,Fiorentina,P
15,Monza,N
16,Udinese,V
17,Verona,P
18,Salernitana,N
19,Roma,V
