,Squadra,Risultato
0,Sassuolo,P
1,Cremonese,P
2,Atalanta,V
3,Milan,V
4,Lecce,N
5,Torino,N
6,Napoli,V
7,Udinese,P
8,Roma,N
9,Empoli,V
10,Monza,V
11,Bologna,V
12,Verona,P
13,Sampdoria,P
14,Spezia,N
15,Fiorentina,N
16,Inter,P
17,Lazio,V
18,Salernitana,N
19,Juventus,P
