,Squadra,Risultato
0,Sassuolo,P
1,Sampdoria,P
2,Monza,P
3,Inter,V
4,Atalanta,P
5,Fiorentina,N
6,Salernitana,P
7,Spezia,P
8,Roma,V
9,Torino,N
10,Napoli,V
11,Bologna,V
12,Milan,V
13,Udinese,P
14,Lecce,V
15,Empoli,N
16,Lazio,V
17,Juventus,V
18,Verona,P
19,Cremonese,N
