,Squadra,Risultato
0,Lecce,V
1,Spezia,P
2,Roma,N
3,Torino,P
4,Inter,V
5,Cremonese,N
6,Napoli,N
7,Sassuolo,V
8,Fiorentina,V
9,Bologna,N
10,Udinese,P
11,Monza,V
12,Milan,N
13,Atalanta,V
14,Lazio,P
15,Verona,N
16,Salernitana,N
17,Empoli,P
18,Sampdoria,P
19,Juventus,N
