,Squadra,Risultato
0,Napoli,V
1,Inter,P
2,Empoli,P
3,Lazio,V
4,Lecce,N
5,Sampdoria,P
6,Sassuolo,V
7,Atalanta,V
8,Juventus,V
9,Verona,P
10,Torino,P
11,Roma,V
12,Milan,V
13,Spezia,P
14,Cremonese,N
15,Monza,V
16,Salernitana,P
17,Fiorentina,P
18,Bologna,P
19,Udinese,V
