,Squadra,Risultato
0,Milan,V
1,Sampdoria,P
2,Lecce,P
3,Monza,P
4,Fiorentina,V
5,Lazio,V
6,Salernitana,P
7,Spezia,V
8,Verona,P
9,Juventus,V
10,Udinese,P
11,Atalanta,V
12,Inter,V
13,Torino,V
14,Cremonese,P
15,Bologna,P
16,Roma,V
17,Empoli,P
18,Napoli,V
19,Sassuolo,P
