,Squadra,Risultato
0,Napoli,V
1,Lecce,P
2,Inter,V
3,Empoli,P
4,Cremonese,N
5,Spezia,P
6,Lazio,P
7,Torino,V
8,Verona,P
9,Monza,P
10,Sassuolo,P
11,Juventus,V
12,Sampdoria,P
13,Atalanta,V
14,Udinese,N
15,Fiorentina,V
16,Salernitana,V
17,Milan,P
18,Roma,V
19,Bologna,V
