,Squadra,Risultato
0,Empoli,P
1,Lecce,P
2,Bologna,V
3,Salernitana,V
4,Udinese,N
5,Milan,V
6,Verona,P
7,Lazio,V
8,Cremonese,V
9,Juventus,V
10,Napoli,V
11,Sassuolo,V
12,Inter,P
13,Monza,P
14,Spezia,N
15,Atalanta,P
16,Fiorentina,V
17,Sampdoria,P
18,Roma,P
19,Torino,P
