,Squadra,Risultato
0,Sassuolo,V
1,Atalanta,V
2,Monza,N
3,Salernitana,N
4,Udinese,V
5,Sampdoria,V
6,Fiorentina,V
7,Torino,P
8,Lazio,V
9,Inter,P
10,Spezia,P
11,Empoli,P
12,Cremonese,N
13,Bologna,N
14,Milan,P
15,Verona,P
16,Lecce,P
17,Napoli,V
18,Roma,P
19,Juventus,V
