,Squadra,Risultato
0,Empoli,V
1,Torino,P
2,Atalanta,V
3,Inter,V
4,Lazio,N
5,Spezia,N
6,Napoli,V
7,Verona,P
8,Sampdoria,P
9,Lecce,N
10,Monza,P
11,Juventus,V
12,Sassuolo,P
13,Salernitana,P
14,Udinese,N
15,Cremonese,N
16,Bologna,P
17,Milan,V
18,Roma,V
19,Fiorentina,N
