,Squadra,Risultato
0,Bologna,V
1,Lecce,P
2,Empoli,N
3,Cremonese,P
4,Atalanta,V
5,Milan,P
6,Juventus,P
7,Lazio,N
8,Napoli,V
9,Udinese,N
10,Spezia,P
11,Salernitana,V
12,Torino,N
13,Inter,V
14,Sampdoria,P
15,Sassuolo,V
16,Monza,V
17,Fiorentina,N
18,Roma,P
19,Verona,N
