,Squadra,Risultato
0,Juventus,V
1,Salernitana,V
2,Milan,V
3,Fiorentina,P
4,Udinese,P
5,Bologna,V
6,Atalanta,P
7,Roma,P
8,Cremonese,P
9,Sassuolo,V
10,Empoli,P
11,Spezia,P
12,Monza,P
13,Inter,V
14,Torino,V
15,Lecce,P
16,Lazio,V
17,Napoli,V
18,Sampdoria,V
19,Verona,P
