Partita,0,1,2,3,4
Roma-Verona,0.40297441569759906,0.4497078136564298,0.11304570770129051,0.029104935118715782,0.005167127825964956
Udinese-Milan,0.1426806635840386,0.23195344683171867,0.4762960470863958,0.14015500291609947,0.008914839581747396
Frosinone-Cagliari,0.153057913895258,0.4983122495921947,0.25118994662348054,0.06981160022973967,0.027628289659327013
Empoli-Monza,0.18567572055880865,0.5540010965770328,0.19203161539644434,0.061401716610714606,0.006889850856999707
Salernitana-Genoa,0.11995209396005004,0.40110652422734505,0.24412240699064788,0.22610597364152948,0.008713001180427612
Lecce-Juventus,0.03163103435532287,0.5289101214220568,0.4250776678418064,0.011937904770022286,0.002443271610791543
Bologna-Fiorentina,0.36659414528970874,0.3609391821018095,0.22964379963926382,0.03527354940870853,0.007549323560509641
Torino-Lazio,0.5878781430959866,0.2346767491866218,0.14329248854001536,0.029000258618259778,0.0051523605591163035
Sassuolo-Napoli,0.06247298277491206,0.5626691818084646,0.32391991999690595,0.0337256885387088,0.017212226881008586
Inter-Atalanta,0.3939879260134908,0.2969022198557232,0.23477942902262666,0.06044667821497505,0.013883746893184251
