Partita,0,1,2,3,4
Genoa-Lazio,0.4516726447296468,0.35331125130041646,0.16337352981316822,0.025850859760330053,0.0057917143964384896
Cagliari-Juventus,0.6455447869839716,0.23974656693354565,0.09019763232809465,0.01728120738927848,0.007229806365109563
Empoli-Napoli,0.648381690433917,0.24311498744596866,0.07725810438541973,0.02651584824076943,0.0047293694939251575
Verona-Udinese,0.5919172580506089,0.25297452313477475,0.12280349273023648,0.026350388760983338,0.005954337323396565
Sassuolo-Lecce,0.26615918719810977,0.4282392556365061,0.19931837135277397,0.07618132121638928,0.030101864596220954
Torino-Frosinone,0.48433105117911424,0.24322624819041547,0.14710343297718975,0.11493531502798016,0.010403952625300517
Salernitana-Fiorentina,0.6414787623772914,0.28073308889746085,0.06904248226734261,0.006693421051818479,0.0020522454060867223
Monza-Atalanta,0.7508520647863062,0.170055775535949,0.040373072930126694,0.02613908803716646,0.012579998710451554
Roma-Bologna,0.4851050839698847,0.38095133587056823,0.0843531446417201,0.0398833829010308,0.009707052616796117
Milan-Inter,0.5609710515400566,0.2550126897605667,0.08529127345520843,0.09046065931881954,0.008264325925348898
