,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.3333333333333335,0.49999999999999994,0.8888888888888888,1.0540925533894598
Sampdoria,1.5555555555555556,1.130388330520878,1.6666666666666667,1.0
Genoa,0.8888888888888888,1.2692955176439846,2.0,1.7320508075688772
Parma,1.1111111111111112,0.927960727138337,1.8888888888888888,1.3642254619787415
Fiorentina,1.1111111111111112,1.2692955176439846,1.6666666666666667,1.224744871391589
Lazio,1.5555555555555556,1.1303883305208782,1.7777777777777777,1.4813657362192647
Crotone,0.6666666666666666,0.7071067811865476,2.2222222222222223,1.481365736219265
Spezia,1.4444444444444444,1.0137937550497034,1.8888888888888888,1.6158932858054431
Verona,1.3333333333333333,1.2247448713915892,0.7777777777777778,0.8333333333333334
Juventus,1.8888888888888888,1.0540925533894598,0.8888888888888888,0.6009252125773316
Udinese,1.1111111111111112,1.2692955176439846,1.3333333333333333,1.0
Atalanta,2.0,1.8708286933869707,1.7777777777777777,1.2018504251546631
Inter,2.5555555555555554,1.5092308563562362,1.4444444444444444,1.0137937550497031
Torino,1.7777777777777777,1.0929064207170003,2.4444444444444446,1.509230856356236
Cagliari,1.7777777777777777,1.3017082793177759,2.111111111111111,1.3642254619787415
Bologna,1.5555555555555556,1.5092308563562362,1.5555555555555556,1.1303883305208782
Roma,2.111111111111111,1.6158932858054431,1.6666666666666667,1.5
Benevento,1.3333333333333333,0.8660254037844386,2.3333333333333335,1.8708286933869707
Napoli,2.3333333333333335,1.9364916731037085,1.0,1.118033988749895
Sassuolo,2.2222222222222223,1.6414763002993509,1.3333333333333333,1.3228756555322954
