,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.1666666666666665,0.5144957554275265,1.0555555555555556,1.055641551364534
Sampdoria,1.5555555555555556,0.9835244081556433,1.6111111111111112,0.8498365855987975
Genoa,1.0,1.0289915108550531,1.6666666666666667,1.4142135623730947
Parma,0.7777777777777778,0.8782037520219096,1.8888888888888888,1.323493100445977
Fiorentina,1.0,1.0846522890932808,1.6111111111111112,1.5769997160986313
Lazio,1.6666666666666667,0.90748521297303,1.3888888888888888,1.2897281468629183
Crotone,1.1666666666666667,1.2485285456935955,2.2777777777777777,1.6379885640466822
Spezia,1.2777777777777777,0.8947924869885987,1.7777777777777777,1.3527990831890462
Verona,1.2222222222222223,0.9428090415820635,0.9444444444444444,0.7253576985527025
Juventus,2.0555555555555554,1.3048426644944466,1.0555555555555556,0.7253576985527025
Udinese,1.1111111111111112,1.0786096109392207,1.5555555555555556,1.041617645905367
Atalanta,2.2777777777777777,1.7423971167384034,1.2777777777777777,1.0740552924509192
Inter,2.5,1.465284553774253,1.2777777777777777,0.8947924869885987
Torino,1.4444444444444444,1.041617645905367,1.9444444444444444,1.3920878193318211
Cagliari,1.2777777777777777,1.127493605332358,2.0,1.2833778958394957
Bologna,1.3333333333333333,1.1881770515720091,1.7222222222222223,1.319784098009776
Roma,2.0555555555555554,1.5893847208431549,1.6111111111111112,1.3779306261410682
Benevento,1.1666666666666667,0.8574929257125443,1.8888888888888888,1.7452081921613043
Napoli,2.2777777777777777,1.934381054849193,1.0,0.9074852129730301
Sassuolo,1.7222222222222223,1.3636264606493256,1.5,1.4245742398014511
