,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.9230769230769231,0.9347973865208192,1.1538461538461537,1.0841515647660225
Sampdoria,1.3846153846153846,0.9829312519977405,1.5,0.812403840463596
Genoa,1.0384615384615385,1.0384900280992295,1.4615384615384615,1.3335897189396513
Parma,0.8846153846153846,0.9519211344191524,2.0,1.131370849898476
Fiorentina,1.1153846153846154,1.1073183129316728,1.5769230769230769,1.3906279710426341
Lazio,1.5,0.9486832980505138,1.3461538461538463,1.2630853555419823
Crotone,1.0769230769230769,1.262476199318686,2.4615384615384617,1.5028178660308569
Spezia,1.2692307692307692,0.961569230276939,1.8076923076923077,1.3272296189953199
Verona,1.3076923076923077,1.0107118588096518,1.1153846153846154,0.8161824833662176
Juventus,2.0384615384615383,1.215920037856741,0.8461538461538461,0.7316998123442531
Udinese,1.1153846153846154,0.9930527912220208,1.3076923076923077,1.1231822922119372
Atalanta,2.3076923076923075,1.691608247065041,1.2692307692307692,1.115623316633076
Inter,2.423076923076923,1.3906279710426344,0.9615384615384616,0.9156754547663373
Torino,1.4615384615384615,1.066987131347674,1.8076923076923077,1.4147573861049327
Cagliari,1.1153846153846154,1.0705857490896498,1.6538461538461537,1.2310095919141393
Bologna,1.2692307692307692,1.1156233166330762,1.5769230769230769,1.2384854273854633
Roma,1.9615384615384615,1.5357283413616933,1.4615384615384615,1.303250374433684
Benevento,1.0,0.848528137423857,1.8461538461538463,1.5922891117459217
Napoli,2.1538461538461537,1.6659485632469615,1.1923076923076923,1.1668498024760776
Sassuolo,1.6153846153846154,1.2353759938390603,1.6153846153846154,1.2673412508688597
