,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.25,0.45226701686664544,1.0833333333333333,0.996204919895622
Sampdoria,1.5,1.0,1.6666666666666667,0.8876253645985945
Genoa,1.0,1.1281521496355325,2.0,1.5374122295716148
Parma,1.0,0.9534625892455924,1.5833333333333333,1.378954368902449
Fiorentina,1.0,1.1281521496355325,1.6666666666666667,1.1547005383792515
Lazio,1.5,1.0,1.6666666666666667,1.302677894557859
Crotone,0.8333333333333334,1.1934162828797101,2.0833333333333335,1.5642792899510294
Spezia,1.4166666666666667,0.90033663737852,2.0833333333333335,1.5050420310248862
Verona,1.3333333333333333,1.0730867399773196,0.9166666666666666,0.7929614610987592
Juventus,1.9166666666666667,0.996204919895622,0.9166666666666666,0.5149286505444375
Udinese,1.1666666666666667,1.2673044646258476,1.25,0.9653072991634227
Atalanta,1.9166666666666667,1.6764862244009227,1.5,1.1677484162422844
Inter,2.5,1.381698559415515,1.25,0.9653072991634227
Torino,1.6666666666666667,0.9847319278346618,2.5,1.3142574813455419
Cagliari,1.5,1.243163121016122,1.9166666666666667,1.378954368902449
Bologna,1.5,1.3142574813455419,2.0,1.4142135623730951
Roma,2.25,1.764549903980152,1.4166666666666667,1.378954368902449
Benevento,1.0833333333333333,0.90033663737852,1.9166666666666667,1.7816403745544227
Napoli,2.25,1.864744681524183,0.9166666666666666,0.9962049198956221
Sassuolo,1.8333333333333333,1.5859229221975182,1.0833333333333333,1.2401124093721454
