,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.9,0.9948141396330237,1.1666666666666667,1.0199166069132668
Sampdoria,1.3,0.9523111632886269,1.5,0.8610338613230188
Genoa,1.0666666666666667,0.9802650357071222,1.4666666666666666,1.279367659898984
Parma,0.9666666666666667,0.9278574999588488,1.9666666666666666,1.1290317283753193
Fiorentina,1.2666666666666666,1.1724814044061256,1.6333333333333333,1.3514572807192968
Lazio,1.5333333333333334,0.9371024061116429,1.2666666666666666,1.2298957997167563
Crotone,1.2333333333333334,1.2507469032909715,2.566666666666667,1.430778262618498
Spezia,1.3333333333333333,0.9589266029707683,1.8333333333333333,1.2617266038997934
Verona,1.2666666666666666,1.0148325268098497,1.1666666666666667,0.8742813140471173
Juventus,2.033333333333333,1.2172137016162359,0.9,0.7119666788018509
Udinese,1.0666666666666667,0.9802650357071222,1.3333333333333333,1.0933445471810679
Atalanta,2.3666666666666667,1.5862193902556443,1.2333333333333334,1.1043279539543758
Inter,2.2666666666666666,1.3879613761229794,0.9,0.8847364696279085
Torino,1.4,1.0372377109252813,1.7333333333333334,1.3628907749221195
Cagliari,1.0333333333333334,1.0333518722845685,1.7,1.1788363637137231
Bologna,1.3,1.178836363713723,1.5333333333333334,1.1665845619713495
Roma,1.8,1.517711525904073,1.4666666666666666,1.2521246311585854
Benevento,1.0,0.8304547985373997,1.8333333333333333,1.57749984061059
Napoli,2.1666666666666665,1.5992095748737298,1.1333333333333333,1.1957780134587124
Sassuolo,1.6333333333333333,1.1885468767200222,1.6,1.2205143065174584
