,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.272727272727273,0.46709936649691375,1.0,1.0
Sampdoria,0.0,0.0,0.0,0.0,1.4545454545454546,1.0357254813546266,1.7272727272727273,0.9045340337332909
Genoa,0.0,0.0,0.0,0.0,0.9090909090909091,1.1361818036340356,2.0,1.61245154965971
Parma,0.0,0.0,0.0,0.0,1.0909090909090908,0.9438798074485389,1.7272727272727273,1.348399724926484
Fiorentina,0.0,0.0,0.0,0.0,1.0,1.1832159566199232,1.7272727272727273,1.1908743922772955
Lazio,0.0,0.0,0.0,0.0,1.5454545454545454,1.0357254813546264,1.7272727272727273,1.348399724926484
Crotone,0.0,0.0,0.0,0.0,0.9090909090909091,1.2210278829367864,2.272727272727273,1.4893561757289013
Spezia,0.0,0.0,0.0,0.0,1.3636363636363635,0.9244162777371754,2.090909090909091,1.5782614139961386
Verona,0.0,0.0,0.0,0.0,1.3636363636363635,1.1200649331826502,0.8181818181818182,0.7507571935295483
Juventus,0.0,0.0,0.0,0.0,2.0,1.0,0.9090909090909091,0.5393598899705938
Udinese,0.0,0.0,0.0,0.0,1.2727272727272727,1.2720777563426766,1.3636363636363635,0.9244162777371754
Atalanta,0.0,0.0,0.0,0.0,2.0,1.7320508075688772,1.5454545454545454,1.213559752433836
Inter,0.0,0.0,0.0,0.0,2.6363636363636362,1.3618169680781094,1.3636363636363635,0.9244162777371754
Torino,0.0,0.0,0.0,0.0,1.7272727272727273,1.009049958219026,2.4545454545454546,1.3684762594679063
Cagliari,0.0,0.0,0.0,0.0,1.6363636363636365,1.2060453783110545,2.090909090909091,1.300349603340998
Bologna,0.0,0.0,0.0,0.0,1.4545454545454546,1.3684762594679063,2.0,1.4832396974191326
Roma,0.0,0.0,0.0,0.0,2.1818181818181817,1.8340219092574557,1.4545454545454546,1.4396969378057567
Benevento,0.0,0.0,0.0,0.0,1.0909090909090908,0.9438798074485389,2.0,1.8439088914585775
Napoli,0.0,0.0,0.0,0.0,2.4545454545454546,1.809068067466582,0.9090909090909091,1.044465935734187
Sassuolo,0.0,0.0,0.0,0.0,1.9090909090909092,1.640399064529449,1.0909090909090908,1.300349603340998
