,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.0,0.0,0.0,0.0
Sampdoria,0.0,0.0,3.0,0.0
Genoa,4.0,0.0,1.0,0.0
Parma,0.0,0.0,2.0,0.0
Fiorentina,1.0,0.0,0.0,0.0
Lazio,1.0,0.0,4.0,0.0
Crotone,1.0,0.0,4.0,0.0
Spezia,2.0,0.0,0.0,0.0
Verona,3.0,0.0,0.0,0.0
Juventus,3.0,0.0,0.0,0.0
Udinese,0.0,0.0,2.0,0.0
Atalanta,4.0,0.0,1.0,0.0
Inter,5.0,0.0,2.0,0.0
Torino,0.0,0.0,1.0,0.0
Cagliari,1.0,0.0,1.0,0.0
Bologna,0.0,0.0,2.0,0.0
Roma,0.0,0.0,3.0,0.0
Benevento,2.0,0.0,5.0,0.0
Napoli,2.0,0.0,0.0,0.0
Sassuolo,1.0,0.0,1.0,0.0
