,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.3,0.48304589153964794,0.9,0.9944289260117533
Sampdoria,1.5,1.0801234497346435,1.7,0.9486832980505138
Genoa,0.9,1.1972189997378648,1.9,1.66332999331662
Parma,1.0,0.9428090415820634,1.7,1.4181364924121764
Fiorentina,1.1,1.1972189997378648,1.6,1.1737877907772674
Lazio,1.6,1.0749676997731399,1.7,1.4181364924121764
Crotone,0.6,0.6992058987801011,2.4,1.505545305418162
Spezia,1.4,0.9660917830792959,1.9,1.5238839267549948
Verona,1.3,1.1595018087284057,0.8,0.7888106377466155
Juventus,1.9,0.9944289260117533,0.9,0.5676462121975466
Udinese,1.1,1.1972189997378648,1.3,0.9486832980505139
Atalanta,1.9,1.7919573407620815,1.7,1.1595018087284057
Inter,2.6,1.4298407059684812,1.4,0.966091783079296
Torino,1.7,1.0593499054713802,2.4,1.4298407059684812
Cagliari,1.7,1.2516655570345725,2.0,1.3333333333333333
Bologna,1.5,1.4337208778404378,1.7,1.1595018087284057
Roma,1.9,1.66332999331662,1.5,1.509230856356236
Benevento,1.2,0.9189365834726815,2.1,1.9119507199599983
Napoli,2.5,1.90029237516523,0.9,1.1005049346146119
Sassuolo,2.0,1.699673171197595,1.2,1.3165611772087666
