,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.92,0.9539392014169457,1.2,1.0801234497346435
Sampdoria,1.36,0.9949874371066199,1.48,0.8225975119502044
Genoa,1.08,1.037625494418225,1.48,1.357694123627753
Parma,0.8,0.8660254037844387,1.96,1.1357816691600546
Fiorentina,1.04,1.05987420637231,1.52,1.3880441875771345
Lazio,1.52,0.9626352718795768,1.28,1.2423096769056148
Crotone,0.96,1.1357816691600549,2.48,1.530795000427338
Spezia,1.28,0.9797958971132713,1.84,1.34412301024373
Verona,1.36,0.9949874371066199,1.08,0.8124038404635958
Juventus,2.0,1.224744871391589,0.84,0.7461009761866466
Udinese,1.08,0.99666109251507,1.36,1.1135528725660042
Atalanta,2.4,1.6583123951777,1.28,1.1372481406154655
Inter,2.48,1.3880441875771343,1.0,0.9128709291752769
Torino,1.44,1.083205120618128,1.72,1.369914839202301
Cagliari,1.08,1.0770329614269005,1.64,1.254325848148452
Bologna,1.28,1.1372481406154653,1.52,1.228820572744451
Roma,2.0,1.5545631755148024,1.52,1.2948616399703357
Benevento,1.0,0.8660254037844386,1.88,1.6155494421403511
Napoli,2.12,1.6911534525287761,1.2,1.1902380714238083
Sassuolo,1.68,1.2151817422372124,1.6,1.2909944487358054
