,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.8928571428571428,0.9940297973880049,1.1785714285714286,1.0559731838826991
Sampdoria,1.3571428571428572,0.9511897312113416,1.5,0.8819171036881969
Genoa,1.0714285714285714,1.01574900036674,1.4285714285714286,1.2889436222642405
Parma,0.9285714285714286,0.939998874253519,1.9285714285714286,1.1524071884721683
Fiorentina,1.25,1.2056963563450391,1.6071428571428572,1.3700307029348382
Lazio,1.5357142857142858,0.9615628812527939,1.3214285714285714,1.2488089563755578
Crotone,1.1428571428571428,1.238705588262011,2.5,1.4529663145135578
Spezia,1.2857142857142858,0.9371802805793976,1.8214285714285714,1.3067792306552617
Verona,1.2857142857142858,1.0131411680782823,1.2142857142857142,0.8758971213537394
Juventus,2.0,1.247219128924647,0.8571428571428571,0.7052336473499385
Udinese,1.0714285714285714,0.9786071518602125,1.2857142857142858,1.0837911120705757
Atalanta,2.3214285714285716,1.6342077348473543,1.1785714285714286,1.1239339452243235
Inter,2.357142857142857,1.3934844605516565,0.9642857142857143,0.8811668550592597
Torino,1.3928571428571428,1.0659471779799345,1.7857142857142858,1.3705133630530124
Cagliari,1.1071428571428572,1.0306159867619522,1.7142857142857142,1.212806444120195
Bologna,1.3928571428571428,1.1655323283657166,1.5714285714285714,1.199647214456583
Roma,1.8214285714285714,1.564740457204548,1.5,1.2619796324000607
Benevento,1.0,0.816496580927726,1.8571428571428572,1.6265001215808887
Napoli,2.107142857142857,1.6179384622799682,1.1071428571428572,1.1655323283657164
Sassuolo,1.6428571428571428,1.2236643728386052,1.6428571428571428,1.2236643728386052
