,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,2.25,0.5,0.25,0.5
Sampdoria,1.75,1.2583057392117916,1.75,1.5
Genoa,1.25,1.8929694486000912,2.25,2.6299556396765835
Parma,1.0,0.816496580927726,2.25,1.707825127659933
Fiorentina,1.75,0.9574271077563381,2.0,1.632993161855452
Lazio,1.0,0.816496580927726,2.0,1.8257418583505538
Crotone,0.75,0.5,2.75,1.5
Spezia,1.25,0.9574271077563381,2.25,1.707825127659933
Verona,1.0,1.4142135623730951,0.25,0.5
Juventus,2.0,0.816496580927726,1.0,0.816496580927726
Udinese,0.75,1.5,1.5,0.5773502691896257
Atalanta,3.5,1.7320508075688772,2.25,1.2583057392117916
Inter,2.75,2.0615528128088303,2.0,0.816496580927726
Torino,1.5,1.0,2.25,1.5
Cagliari,1.5,1.2909944487358056,2.5,1.7320508075688772
Bologna,1.75,2.0615528128088303,2.0,1.4142135623730951
Roma,2.0,2.160246899469287,1.75,1.2583057392117916
Benevento,2.0,0.816496580927726,3.0,2.449489742783178
Napoli,3.25,2.217355782608345,0.75,0.9574271077563381
Sassuolo,3.25,1.5,1.5,1.0
