Partita,0,1,2,3,4
Empoli-Udinese,0.36710662222488394,0.5441324304890324,0.05992138229353204,0.010748418300141229,0.018091146692410336
Lecce-Sassuolo,0.14454138288593235,0.4491793031700449,0.34557975326305157,0.04581385241601708,0.01488570826495386
Inter-Bologna,0.18187214138325836,0.4546964390353529,0.25227011901213203,0.09224792082987768,0.018913379739379052
Juventus-Torino,0.1749943771464242,0.31575654332568404,0.34350512143341755,0.14375618295957343,0.021987775134901057
Genoa-Milan,0.19151209266591654,0.5104423812324079,0.07852493410490939,0.02252061564400597,0.19699997635276018
Monza-Salernitana,0.12171730355695343,0.18059022705299835,0.466904360312053,0.17331665915504751,0.05747144992294778
Frosinone-Verona,0.2661777451441529,0.33406091587494063,0.22057688396514424,0.058509866633730326,0.12067458838203185
Lazio-Atalanta,0.38879377459283976,0.4177678710983914,0.11810650450081353,0.06457926485878161,0.0107525849491737
Cagliari-Roma,0.44045567686509596,0.5232796070702527,0.01960514818122108,0.01348513348013963,0.003174434403290545
Napoli-Fiorentina,0.26207294197952546,0.33011776135883686,0.1052258780426824,0.24000575353300052,0.06257766508595485
