,Squadra,Risultato
0,Fiorentina,V
1,Napoli,N
2,Genoa,N
3,Lazio,V
4,Atalanta,V
5,Cagliari,N
6,Udinese,V
7,Verona,P
8,Milan,V
9,Juventus,V
10,Torino,P
11,Monza,N
12,Inter,N
13,Frosinone,P
14,Lecce,P
15,Empoli,N
16,Bologna,P
17,Salernitana,V
18,Sassuolo,P
19,Roma,P
