,Squadra,Risultato
0,Juventus,V
1,Inter,V
2,Genoa,N
3,Cagliari,N
4,Frosinone,V
5,Monza,N
6,Fiorentina,V
7,Roma,V
8,Salernitana,P
9,Verona,N
10,Lazio,P
11,Milan,P
12,Napoli,N
13,Udinese,N
14,Sassuolo,P
15,Lecce,N
16,Atalanta,P
17,Empoli,P
18,Torino,V
19,Bologna,N
