,Squadra,Risultato
0,Verona,P
1,Torino,P
2,Sassuolo,P
3,Roma,V
4,Bologna,V
5,Salernitana,N
6,Atalanta,V
7,Milan,P
8,Udinese,N
9,Fiorentina,P
10,Napoli,V
11,Inter,V
12,Lazio,V
13,Monza,P
14,Frosinone,P
15,Cagliari,N
16,Genoa,P
17,Juventus,V
18,Lecce,N
19,Empoli,V
