,Squadra,Risultato
0,Empoli,N
1,Lecce,N
2,Inter,N
3,Juventus,V
4,Genoa,P
5,Monza,V
6,Frosinone,V
7,Lazio,V
8,Cagliari,P
9,Napoli,P
10,Udinese,N
11,Sassuolo,N
12,Bologna,N
13,Torino,P
14,Milan,V
15,Salernitana,P
16,Verona,P
17,Atalanta,P
18,Roma,V
19,Fiorentina,V
