,Squadra,Risultato
0,Salernitana,N
1,Lecce,V
2,Milan,V
3,Sassuolo,V
4,Lazio,N
5,Empoli,P
6,Atalanta,V
7,Udinese,P
8,Bologna,N
9,Torino,N
10,Frosinone,N
11,Genoa,P
12,Verona,P
13,Juventus,P
14,Monza,N
15,Inter,V
16,Cagliari,P
17,Fiorentina,V
18,Napoli,N
19,Roma,N
