,Squadra,Risultato
0,Genoa,N
1,Lecce,V
2,Napoli,V
3,Torino,V
4,Milan,V
5,Fiorentina,V
6,Udinese,N
7,Bologna,V
8,Lazio,P
9,Atalanta,V
10,Juventus,N
11,Frosinone,P
12,Cagliari,P
13,Empoli,P
14,Monza,P
15,Verona,P
16,Sassuolo,N
17,Roma,P
18,Inter,V
19,Salernitana,P
