,Squadra,Risultato
0,Bologna,V
1,Salernitana,P
2,Atalanta,P
3,Milan,P
4,Verona,P
5,Cagliari,V
6,Roma,V
7,Fiorentina,P
8,Frosinone,V
9,Torino,V
10,Lazio,P
11,Napoli,V
12,Inter,V
13,Udinese,V
14,Monza,V
15,Genoa,P
16,Lecce,P
17,Juventus,V
18,Empoli,P
19,Sassuolo,P
