,Squadra,Risultato
0,Empoli,P
1,Frosinone,P
2,Genoa,P
3,Inter,V
4,Roma,N
5,Sassuolo,P
6,Lecce,V
7,Udinese,P
8,Torino,N
9,Bologna,P
10,Verona,V
11,Napoli,V
12,Fiorentina,V
13,Monza,P
14,Salernitana,N
15,Atalanta,V
16,Lazio,P
17,Juventus,V
18,Cagliari,N
19,Milan,V
