,Squadra,Risultato
0,Monza,P
1,Genoa,N
2,Lazio,V
3,Milan,V
4,Lecce,N
5,Fiorentina,V
6,Udinese,N
7,Sassuolo,P
8,Napoli,P
9,Torino,V
10,Juventus,V
11,Empoli,N
12,Cagliari,P
13,Frosinone,P
14,Bologna,N
15,Salernitana,P
16,Verona,N
17,Roma,V
18,Inter,V
19,Atalanta,P
