,Squadra,Risultato
0,Genoa,V
1,Sassuolo,N
2,Lecce,P
3,Juventus,V
4,Cagliari,V
5,Monza,N
6,Inter,V
7,Napoli,N
8,Empoli,P
9,Lazio,V
10,Salernitana,P
11,Bologna,N
12,Torino,V
13,Verona,P
14,Frosinone,P
15,Udinese,N
16,Roma,P
17,Milan,N
18,Atalanta,V
19,Fiorentina,P
