,Squadra,Risultato
0,Empoli,P
1,Sassuolo,P
2,Monza,P
3,Salernitana,N
4,Frosinone,P
5,Bologna,V
6,Torino,N
7,Verona,V
8,Inter,V
9,Roma,V
10,Lazio,V
11,Genoa,V
12,Fiorentina,V
13,Milan,N
14,Juventus,V
15,Atalanta,P
16,Udinese,N
17,Cagliari,P
18,Lecce,P
19,Napoli,P
