Partita,0,1,2,3,4
Torino-Lecce,0.6237364613899389,0.19092206082319807,0.14504132386138027,0.03348193018804333,0.006818223737439418
Inter-Salernitana,0.3090437635970886,0.18015284708793058,0.29350055670561714,0.14699866587773808,0.07030416673162568
Napoli-Genoa,0.4644985695227524,0.2647016710498807,0.20517982109076047,0.04891654769758611,0.016703390639020304
Verona-Juventus,0.7822560220568278,0.12354605627989722,0.07004649038603977,0.01934438540924759,0.0048070458679876915
Atalanta-Sassuolo,0.5313693087392767,0.19689685505450244,0.17758447564454682,0.07100831216251362,0.023141048399160646
Lazio-Bologna,0.611226909467805,0.23857133464496588,0.11266732422964688,0.0336265335728447,0.00390789808473764
Empoli-Fiorentina,0.8914720923424174,0.06091515137665533,0.02722921615494295,0.01668791999267283,0.0036956201333114237
Udinese-Cagliari,0.28521505324966945,0.4000079123912984,0.22741292645637268,0.07956168700347503,0.0078024208991844795
Frosinone-Roma,0.38117628000810677,0.21234074655267798,0.2816082578938828,0.11387973112086056,0.010994984424472087
Monza-Milan,0.6837161482134433,0.19620427374947955,0.09088054011595248,0.024799327846945465,0.004399710074179175
