,Squadra,Risultato
0,Benevento,P
1,Genoa,V
2,Milan,V
3,Roma,N
4,Parma,P
5,Udinese,P
6,Verona,V
7,Fiorentina,V
8,Juventus,V
9,Spezia,V
10,Atalanta,V
11,Bologna,P
12,Torino,P
13,Inter,N
14,Lazio,V
15,Napoli,V
16,Crotone,P
17,Cagliari,P
18,Sassuolo,P
19,Sampdoria,P
